Incidence per 1000 by age and sex			
	Ghana		
 	Total	Male	Female
 50-54 	0.177750	0.155468	0.199954
 55-59 	0.132617	0.122166	0.142293
 60-64 	0.105373	0.111829	0.099873
 65-69 	0.098937	0.114157	0.086355
 70-74 	0.106546	0.110622	0.103222
 75-79 	0.047091	0.074430	0.025365
 80+ 	0.000000	0.000000	0.000000
Total	0.222993	0.193034	0.253246
2044			
 0-4	0.084279	0.084576	0.083969
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178041	0.104750	0.254259
 20-24 	0.457676	0.340104	0.579712
 25-29 	0.510578	0.431053	0.592904
 30-34 	0.464841	0.426945	0.503987
 35-39 	0.387826	0.369373	0.406823
 40-44 	0.308392	0.290045	0.327194
 45-49 	0.237050	0.213262	0.261266
 50-54 	0.177713	0.155324	0.200117
 55-59 	0.132577	0.122095	0.142420
 60-64 	0.105398	0.111767	0.099930
 65-69 	0.098919	0.114094	0.086435
 70-74 	0.106690	0.110622	0.103499
 75-79 	0.046865	0.074225	0.025174
 80+ 	0.000000	0.000000	0.000000
Total	0.222903	0.192957	0.253147
2045			
 0-4	0.083496	0.083787	0.083193
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178106	0.104675	0.254458
 20-24 	0.457929	0.339986	0.580316
 25-29 	0.510856	0.430940	0.593560
 30-34 	0.464915	0.426755	0.504318
 35-39 	0.388014	0.369293	0.407283
 40-44 	0.308522	0.289959	0.327540
 45-49 	0.237264	0.213307	0.261647
 50-54 	0.177703	0.155204	0.200269
 55-59 	0.132575	0.122055	0.142585
 60-64 	0.105455	0.111738	0.100007
 65-69 	0.098940	0.114066	0.086540
 70-74 	0.106595	0.110529	0.103416
 75-79 	0.046371	0.073838	0.024722
 80+ 	0.000000	0.000000	0.000000
Total	0.222829	0.192892	0.253068
2046			
 0-4	0.082826	0.083110	0.082530
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178223	0.104643	0.254718
 20-24 	0.458293	0.339978	0.581033
 25-29 	0.511267	0.430977	0.594332
 30-34 	0.465135	0.426720	0.504785
 35-39 	0.388243	0.369281	0.407758
 40-44 	0.308745	0.289982	0.327961
 45-49 	0.237552	0.213435	0.262090
 50-54 	0.177739	0.155135	0.200439
 55-59 	0.132621	0.122054	0.142792
 60-64 	0.105548	0.111747	0.100108
 65-69 	0.099011	0.114077	0.086670
 70-74 	0.106674	0.110540	0.103566
 75-79 	0.046480	0.073866	0.025013
 80+ 	0.000000	0.000000	0.000000
Total	0.222796	0.192860	0.253040
2047			
 0-4	0.082259	0.082535	0.081972
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178399	0.104659	0.255050
 20-24 	0.458786	0.340095	0.581881
 25-29 	0.511830	0.431180	0.595240
 30-34 	0.465547	0.426875	0.505442
 35-39 	0.388552	0.369373	0.408285
 40-44 	0.309109	0.290168	0.328506
 45-49 	0.237894	0.213627	0.262575
 50-54 	0.177864	0.155154	0.200681
 55-59 	0.132722	0.122100	0.143039
 60-64 	0.105681	0.111800	0.100240
 65-69 	0.099133	0.114131	0.086825
 70-74 	0.106787	0.110594	0.103745
 75-79 	0.046661	0.074015	0.025341
 80+ 	0.000000	0.000000	0.000000
Total	0.222823	0.192877	0.253079
2048			
 0-4	0.081716	0.081983	0.081437
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178631	0.104720	0.255448
 20-24 	0.459398	0.340334	0.582849
 25-29 	0.512539	0.431540	0.596280
 30-34 	0.466145	0.427219	0.506285
 35-39 	0.388941	0.369574	0.408861
 40-44 	0.309589	0.290490	0.329145
 45-49 	0.238263	0.213854	0.263077
 50-54 	0.178096	0.155280	0.201024
 55-59 	0.132864	0.122186	0.143304
 60-64 	0.105852	0.111894	0.100404
 65-69 	0.099303	0.114228	0.086996
 70-74 	0.106927	0.110688	0.103938
 75-79 	0.046763	0.074261	0.025450
 80+ 	0.000000	0.000000	0.000000
Total	0.222905	0.192942	0.253182
2049			
 0-4	0.081197	0.081456	0.080926
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.178909	0.104822	0.255897
 20-24 	0.460101	0.340675	0.583900
 25-29 	0.513357	0.432029	0.597409
 30-34 	0.466870	0.427707	0.507239
 35-39 	0.389378	0.369852	0.409453
 40-44 	0.310131	0.290892	0.329825
 45-49 	0.238652	0.214115	0.263585
 50-54 	0.178419	0.155496	0.201455
 55-59 	0.133024	0.122299	0.143554
 60-64 	0.106051	0.112021	0.100590
 65-69 	0.099512	0.114359	0.087177
 70-74 	0.107078	0.110813	0.104124
 75-79 	0.046817	0.074472	0.025494
 80+ 	0.000000	0.000000	0.000000
Total	0.223039	0.193052	0.253343
2050			
 0-4	0.081035	0.081289	0.080769
 5-9	0.000000	0.000000	0.000000
 10-14 	0.000000	0.000000	0.000000
 15-19 	0.179232	0.104963	0.256396
 20-24 	0.460889	0.341113	0.585027
 25-29 	0.514271	0.432634	0.598615
 30-34 	0.467691	0.428316	0.508263
 35-39 	0.389876	0.370217	0.410079
 40-44 	0.310679	0.291317	0.330497
 45-49 	0.239059	0.214408	0.264101
 50-54 	0.178811	0.155782	0.201950
 55-59 	0.133194	0.122435	0.143781
 60-64 	0.106272	0.112179	0.100797
 65-69 	0.099756	0.114521	0.087367
 70-74 	0.107235	0.110966	0.104295
 75-79 	0.046700	0.074403	0.025433
 80+ 	0.000000	0.000000	0.000000
Total	0.223241	0.193228	0.253573
